name,reviews.rating,reviews
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,They don't last as long as other batteries. The Rayovacs that I get from Lowes are way better.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,They work but clearly don't last as long as name brand batteries. If you want low cost batteries then buy these.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great Product
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Met our need
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great bang for the buck. Amazon batteries....Who knew
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"A competing brand used to run my wireless trackball for two months, these last less than a week!"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I purchased these batteries hoping they could hold their own amongst my other portable powered devices. Low and behold, I put these in a talking teddy bear and it proceeded to beat up the Energizer powered bunny in my house. I was very thankful for that because the darn rabbit's constant drum beating was driving me insane. After the bunny crawled away from the brawl bruised and defeated, the bear gave me a thumbs up and has protected me ever since. Thank you for these batteries Amazon, they have changed my life."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,Only 32 batteries in the package when advertised as 36.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Some were nearly dead out of the box
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Best looking batteries in the biz
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Bulk batteries is a must when you have three kids and two of them are twin toddlers. Battery operated toys save your sanity. I do wish more and more of these toys were rechargeable though, but until the toy companies catch up with us we can rely on Amazon Basics to provide us with what we need at an efficient cost. The batteries last a long time. Energenizer Batteries are a bit longer lasting, but these suit me just fine. Get them on subscription."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Bulk batteries is a must when you have three kids and two of them are twin toddlers. Battery operated toys save your sanity. I do wish more and more of these toys were rechargeable though, but until the toy companies catch up with us we can rely on Amazon Basics to provide us with what we need at an efficient cost. The batteries last a long time. Energenizer Batteries are a bit longer lasting, but these suit me just fine. Get them on subscription."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,They work well I really did no comparison to other brands but the price was a great deal less .
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I'm a self proclaimed bargain shopper. But at the same time I want a quality product. I make a point of reading reviews to make sure that there are some satisfied customers before I take a chance on a product. I'm happy to say that these batteries were a good choice. I have grandkids that love to play video games using remotes that use 4 batteries per controller. They go through these things like crazy. So, finding some that were affordable was necessary to keep everyone happy."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great value
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"What can I say, when I have nothing to say, but I have to in order to leave feedback"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I can never have enough batteries. We use them so quickly, I love to have extra boxes. These were a good price and they seem to work well."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"great price, great product, works well in all my devices and flashlights, see no difference in performance compared to the national brands"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great deal on these! Seem to have more initial power than most alkalines. Great for my electric razor! Get them if you have kids with lots of toys that eat batteries!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Works as well with the same time supply in very expensive name brands.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Will never buy anything other than amazon brand!!!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"If I could give this 0 stars, I would. They all have problems working and the batteries have to be replaced after one use. Waste of time for what you get."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,More than 1/2 have been dead out of the box. Most other Amazon Basic products I have gotten have been great. Batteries have been beyond sub par so far.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Have used these for a few weeks and find they do not last quite as long as Duracell, but they are 1/3 the price. The price difference makes them a much, much better option. I will always reorder these in the future instead of the competition."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Worked well. I got these for some remote control mice I had purchased. Much fun was had scaring the office staff.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,so far they are good. just got them in today. so can't say how long thy will last. hopefully awhile.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great batteries!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"i use to buy my batteries from Cvs, rite aid these are great quality and long lasting."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Wow had these in my Xbox remote for 5 days non stop use and still a full charge !!!!!!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I was previously buying batteries at dollar tree, 4 at time. This will not only save me time, but money and they're great quality for the price! As soon as I opened, I put them to use for my Xbox one wireless controller to try them out and they have lasted much longer than the batteries I was using before."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Works great. You have to rinse it with hot water to remove all lint/ hair and let it dry. It's sticky again just like new ready to use again.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"you have kids, teenagers that like toys, remote control cars or anything that require batteries then this is item is for you.. easy to use.. dont think about it just buy it.. : )"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,prefect and inexpensive
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Thanks, Amazon! I love the convenience of ordering batteries online and at a great rate. We put them into a battery organizer we have which is in our junk drawer (which is not junky thanks to the organizer). The batteries work well as far as we can tell, and it's great to get them at a low cost with free shipping."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Cant beat these batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Yes it met all expectations for speed, durability. My grandson Loved it"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"It seems every toy my 2 year old currently owns has batteries in it for the price, I can't find a better deal on a battery than these.I don't know about all that fancy ratings that other reviewers write about, but I know when I put these in a toy for my son, he starts smiling again. That's all I need from a product."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"My life changed when I bought these. I didn't know what to expect, but the best way I can describe them is bottled lightning. It's amazing -- these things deliver electricity to my headphones, remotes, flashlights, wireless mouse, and more. These will work in just about anything that fits these small cylinders. It's like magic.One problem I found is that you need to put them in the right way. Might take a few times to get it right, but once you do, you'll be happy. Also, does not fit in AAA sockets. If Amazon could fix that, it would be EPIC!"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"I'm the kind of person that always stocks batteries. With a small child that has lots of toys (not to mention my own toys) you never know what size batteries you'll need. C is a size only a few of my devices use. One is a lantern and the other is an electronic pest deterrent that I have to keep the deer away from my growing trees. I have always purchased the big two name brands in batteries and I always make sure to buy Alkaline batteries. My love for Amazon and their AmazonBasics products brought me to these and with the Amazon pricing and quality, I figured I couldn't go wrong.These batteries come in easy to open packaging and have the same shelf life as competing brands. I bet that one of those two brands makes these batteries for Amazon and simply private labels their name on them, as the quality is obviously there. I see no difference in longevity, shelf life, size or quality. If you're looking to save a few bucks but still have a top performing battery, look no further than AmazonBascis alkaline batteries. I hope you found my review helpful!My reviews are my opinions of the product received and just my opinion. Everyone is different and could have a different opinion of a product. I do not receive any monetary payment for my reviews, and I always keep them honest. So no need to worry whether or not my review is genuine, because it is. Also if you found this review helpful marking it as so would be greatly appreciated thanks!"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"So far, so good. My new source for batteries. I love me some Amazon"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Last longer than Energizer. They're no Duracell, but hey, you can't beat them all, all the time! Am I right I'll pretty much be investing in these batteries for the rest of my life."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These are now my go-to batteries....sorry copper top. I used them for lights at my daughter's wedding and they are still going strong!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"my parents need it. Honestly, I am looking to buy a few, cheap. Good bargain for the money. Very comfortable and very fine . They are not for me, they do not ride, they are not too tight Very fast, receive it next day."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Best way to have electronics work is having them be charged or have batteries! Buying this pack will fix the needing batteries part!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,My son goes through batteries like crazy so I bought him this pack for his birthday no complaints and they last a lot longer than dollar store batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These batteries seem to have enough power. My sons remote monster truck barely moves with new batteries installed from her byut work perfectly fine with new Duracells. However, for basic other stuff they do the job."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"These batteries are every bit as good as the name brands, at a very nice price. Will order again for sure."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These batteries are as good as any national brand.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I have been using Amazon Basics Batteries for some time now. They are just as good as the name brands that cost a good bit more. We don't use as many disposable batteries as we used to but even after being stored for some time the quality does not seem to degrade. There is no reason to waste money purchasing the brand names when the Amazon Basics are of the same quality.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,stock up on these at a great price.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I need batteries that register 1.5V out of the box my camera flash remotes depend on it! NONE of the batteries I tested were more than 1.3V fresh out of the box. Unacceptable! Spend a few more bucks and get some decent name brand batteries. These are pathetic. Anyone need a 20-pack of 1.3V batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These we got for the flashlight for a birthday party. They work.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,I have no qualms about the quality of these batteries.I only wish that every 4 batteries were not individually wrapped.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,Shortest battery life ever... definitely don't try to save a few bucks here ...
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"SAVE YOUR MONEY. Buy the name brand. I have a bathroom light that uses 3 AAA batteries. I typically get 6 months out of it with regular batteries I get roughly a week out of it with these. Sure, they are cheaper but you will buy them 4x as often. Worst Amazon purchase thus far."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Terrible! Didn't last 2 weeks!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,ABSOLUTELY THE WORST BATTERIES IVE EVER USED AMAZON SHOULD BE ASHAMED TO SELL THEM
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great batteries for the price! I NEVER buy batteries from the store now!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,stock up
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Good to have A batteries at such a good price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"We tend to forget to buy batteries until hurricane season rolls around, so what a lifesaver this package is. We've purchased several different sizes, all good. They appear to last as long as other brands. Will definitely order more."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,This box of batteries was a great value. Better than buying from the other box stores. I like how they came in an easy to open cardboard box. Each set of 4 inside the box is wrapped in a thin layer of plastic so the batteries don't roll around and make a mess. I used these to replenish all my kids' talking/lightup toys...as those toys don't generally work well with rechargables. I'm going to buy more of these as needed!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,So far so good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"New source for batteries. I'll keep a box or two of these around the house from now on.Less packaging would be nice. A sealed box, then shrinkwrap."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,The package just arrived and all seems well. I have no information on the life of these batteries. If they do well I would be glad to give them 5 stars.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,good batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great batteries for a great price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,great price - perfect for what I needed it for
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I did not know that amazon sold batteries.nice stuff
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I usually buy Duracell but decided to try these Amazon batteries. They're good. Not sure I'd remember to buy them again but they worked well for me.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,it's great
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Long lasting
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Needed some decent batteries. Gets the job done.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Nice
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"So far so good, works well with my products and shipping was super fast. Came in pretty much next day and I chose regular shipping. Super glad I bought these."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These are good batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These batteries are nice for the money and they last as long as the big name brands. Thanks Amazon
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Works great
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I like that they come in a very nice compact package though I could do without the plastic wrap of four each. So far they work just as well as the ones I used to buy from Costco but I don't have to wait for Costco's sale and deal with Costco's packaging.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Nice amount of batteries to have on hand, have not used any yet so waiting to see how these will perform!"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"My wee computer mouse sure eats batteries, thankfully these were available. I like having extras around for my wee LED flashlights also."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Good price and arrived quick!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"These don't last quite as long as Duracell, but for the price it's hard to complain. Nice basic batteries. No issues except for slightly shorter lifespan."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Nice Batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These works great for everyday use
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"This is the first time I buy amazon batteries. Was a little skeptical at first, but this batteries work as good as the major brands. Very happy with the purchase."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They power things. They work. Also a good price!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Good batteries! Do their job.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I like the battery pack, I haven't had time to try them yet."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Nice box, good price. Only improvement would be to eliminate the 4pack wrapping. The clear plastic wrap seems like an unnecessary step when changing our kids toy batteries"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Lasting a long time in my remotes. Nice easy to open packaging.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,would buy again.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Packaged nicely.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Speedy delivery, convenient packaging - and the batteries seemed to last longer than usual in my application (wireless mikes) - still had 3 bars at the end of a 3-hour run, where most commonly I'd be down to 1 or 2 bars. Would buy again."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Fantastic prices these Amazon batteries are. Haven't used very long so I can't say how they perform yet.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,Just received them and trying them out. So far so good.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They fit where they're supposed to and have good durability.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Nice product. As described.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Nice set of batteries at a good price point. Don't last as long as the name brand ones but for the price it's worth it to buy these. I only have amazon batteries in my house
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Nice to have a easy to access package that doesn't allow the batteries to just keep falling out once opened like most battery packages.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,I like that I can order these on-line with Prime shipping directly to my house in a few days. I use a lot of batteries during the holidays starting with Halloween through Easter. Not a bad price and they seem to last awhile.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Only confusion was the difference between our current dip switch and this one. If it does not work flip the switches in the opposite directions.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Work great and is a rather convenient way to purchase batteries. Though, they package 4 per cellophane wrapping and it is kind of annoying to get off, but that's just me being nit-picky"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"nice , just found my new batteries , great price , expires 2026"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great product!!!!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great deal great product!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Standard product good battery life!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They do the job. Nicely packaged too!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Some of the best batteries I've ever bought. Last a long time, and VERY nicely packages. Batteries are individually packaged into packs of 4 so that is very nice."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"So far so good, batteries work as they should."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Batteries do not last! Don't waste your money on these. I've been using them in a weight scale where 4 batteries would last 4-6 months. With these batteries, I only get 10 days of usage. No battery life."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Only way I'll ever buy batteries again.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Dead on arrival...please stay away.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,for the price they work fine.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I have tried numerous brands of disposable batteries: big (costly) name brands, cheaper name brands,brands made companies that make electronics,ect.I would say these are better than the cheaper name brands ... But, not as good as the high dollar name brands. They fall in the middle, and for the price you really can't complain!!They are individually wrapped in packs of 4 , which is nice. We have used in Xbox remotes (last about 4/5 weeks with moderate use) Children's toys (seem to drain quicker in the toys) And portable CD players (average drain)Overall, I am happy with them and would definitely buy again!"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"they're batteries, they're cheap, and they work just fine"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"These batteries work great! No issue with battery life. I order this pack every few months to keep up with our computer mouse, video game controllers, and misc battery needs. Can't beat the price."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,No complaints here! Very satisfied with these batteries. So far I've used them primarily in LED candles and they've worked great basically on continuously. I think they are comparable to the Kirkland brand that I normally use. I will buy again.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,no complaints!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,No complaints.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,So far so good. I'll buy all my batteries from Amazon basics in the future.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Works as good as the higher-priced, name-brand batteries. No complaints."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Amazonbasics products so far haven't failed me now, no defectsGreat buy for batteries."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Works great. Just as good as name brand . Will get again
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I have been using these Amazon batteries in my remote controls in the living room and they seem to last a pretty good while. Cheaper than alot of the other high dollar brands with the same, if not better, result. Would buy again..."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Work great! No leakage or discharge (so far) like we've had from some other store brand batteries. Not quite sure how long they hold up, but they seem to be doing as well as the name brand batteries."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"These batteries are certainly A+. They arrived quickly and are packaged in a box that you can easily open and close, so you don't have to have some fancy space contraption to contain them."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"In a box of 12 batteries, 4 worked for 2 months, 8 did not work at all, Total waste of money"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,It only took my little demons 3 days to figure out how to jimmie this thing open. It was really great while it lasted though.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Amazon seems to have changed the manufacturer of this battery. I liked it very much the last year, but the new one has a different look, has noticeably lower capacity, and leaks. Batteries usually leak after they die, but these leaked while they were still good... and apparently died because of the leak. All of my devices have battery monitored One day they were good with 50-90 power left, and they died suddenly the next day. The leaks were mostly minor but clearly noticeable from body discoloration.One thing that has not changed from before is the packaging, and it is still bad. They are shrink-wrapped 4 in a package and they are hard to open as there is no cut-out or pull-tab to break the wrap. It is difficult to break open by hand. Twisting the package causes undue stress to the batteries and that may be cause of the leak. I have had to use scissors or knife to cut open the package."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries popped open inside the motion detector lights making a mess and ruining the detector. I will never buy this brand again.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Do not buy. Inconsistent quality, performance, some leak and ruin things."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,Batteries seem to work in some flashlights and not others. They are just okay. Other batteries that we have will work on all. Not impressed.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,They work great and a price nicely
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Batteries work great. As expected. No issues with delivery or life span on batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"These batteries worked just fine and unlike the last Energizer batteries, they didn't leak. I'll never buy Energizer again."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Good Deal for the price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Very pleased with these batteries. If you have children you know keeping a supply of batteries for all their toys is essential. These are about the same price as batteries in the dollar store but the quality of the big names. Will be buying more for years to come.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,No need to spend money on large name brand batteries these work the same and i feel that last just as long and if they do not you get 3/4 the life span of a more expensive battery at a fraction of a price. Don't think just buy them
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,we will never buy any more!!!! they suck!!!!!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Batteries died after a week. Same appliance used Duracell batteries for half a year.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Good price.... but (update 12/21/2016)Update - horrible batteries. Have gone through 8 out of 48 batteries and none have worked. Contacted Amazon, they state they will refund my money and apologized. Great customer service,but horrible product.Be aware of the refund/return policy with Amazon. Batteries are something I don't test when i get them, I assume they will work when I need them. Have never had a problem before now. When to put 2 AA's in an LED flashlight..... nothing. Tried 2 more.... nothing. Tried 2 more....nothing 2 more (guess what)... nothing again. Tried it my TV remote too. Same results. Not something I would trust to stock up with for a power outage.While the product gets 1 star (that's too generous) I do give Amazon and their Customer Service 5 Stars."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,I am giving these batteries a 1 star because I couldn't go any lower. I tried 10 batteries in a row and they lasted bout 35 seconds then my light went out. The shelf life must have been ending. I guess the old addage You Get What You Paid For holds true.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I like amazon products. But these haven't worked in any thing I've put them in. Nerf gun, toys.. nothing. Maybe they work in remotes....."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"No problems here! Using these for a variety of things, mostly just remotes and Xbox controllers though they have also been used in an external DSLR flash with no problems."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,This is a lot of battery for really good price.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"It's true that these do not last as long as the big brands, especially in electronics (I opt for higher end batteries for things like my Mac mouse). BUT, the big brands are being knocked off all of the time. Even on this site, even with batteries purchased directly from Amazon, reviewers have found knockoffs.And knockoffs are not only a waste of money because they do not match the quality of the real brand, they can be dangerous. It is not unusual for knockoffs to lead acid into your equipment or device, and even to explode!So, I know that with AmazonBasics, I'm getting a safe and reputable brand.Perhaps if I were buying from a national bricks and mortar store, I would choose Duracell or Energizer. But on the web, AmazonBasics is the safe way to go."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"received the wrapping paper thank you.but no batteries ever came,nor were they in the package with my wrapping paper"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"Im sure these are fine batteries, but they never arrived, and theres no way for me to request a replacement."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,"these apparently have been sitting around for some time, I used 2 in a TV remote and they were almost dead within just a few days. I exchanged the two for two more from the same pack, and again about 3-4 days later they were dead. hereafter I'll buy a name brand."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"These batteries don't have the power equal to Energizer or Duracell brands. If you get lucky and they power your device, they don't last very long. We still 3 unoped packs of 4 batteries each, but whenever we try them in most products, they do NOT work."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Best battery buy in town. So far, no duds. I have been buying for the last 3 years and worth the price."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"unless they leak, this is a wonderful product"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"They were duds. I bought them before christmas so I could stick them in the toys and not one worked. I tried them on other items to make sure it wasn't the toys and not the batteries . Nope , it was all of the batteries. I only give one star for the reason I got them on time ....now I have a box of triple a batteries that don't work . so glad I caught that before christmas or I would have had disappointed children on christmas."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Basic performance didnt last a week in an AM radio.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"3/4 of the package have been duds. Lasted about 15 minutes. Now I get to go to the trouble to return them. When you shop with Amazon, it's to save time. This defeats that purpose."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"Do not last as long as other cut price batteries. In my Canon digital camera I cannot get off more than 3 shots before the 'low-battery' warning comes on. I am going back to Maxell, which did much better for me.I would hate to see what the capacity of the AmazonBasics EveryDay batteries are!!!"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"YOU CANT BEAT THE PRICE, BUT YOU CAN BEAT ME. WORKS WELL, ESPECIALLY WHEN GROUPED TOGETHER AND PUT IN A SOCK."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"poor performer, does not last long at all."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I bought these because of all the ratings on Amazon but they don't last at all!! I am so disappointed. I used the in every device and every solar light and withing 2 months I have to replace them all. Now, with the the snow and cold, my yard is dark because I can't get out there. I will never buy these again."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These are OK but they don't hold up or last very long. We bought these during Christmas hoping they would be great esp since alkaline but they barely hold up to the wear and tear of everyday use in a TV remote, let alone a kids toy."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,"There ok, not as good as I would of liked for what I need them for. I would purchase again.Fast , good delivery."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Not as good as name brand but worth the price.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,"I bought 20 and I used 9 in three Motorola Walkabouts radios.One the second use, after only two hours use on first, a battery failed. I was shocked at this. It made my Walkabout useless for the child-safety reason I bought it.Noqw I cannot trust the rest and I will use then in unimportant places like toys."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,Run out of juice faster than Duracell or Energizers.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Don't last quite as long as name brand, but worth the money."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,not bad
AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,These are a good price. I don't feel they last very long. Perhaps they would be great in a remote or something that draws very little. I have them in my outdoor battery operated Christmas lights and I have had to replace them already (only 2 weeks of use). The name brand ones last all season.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"They don't last as long as the major brands, but for the price you can't beat it."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,Doesn't last as advertised. Dead in no time!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),2,"These batteries drain quickly. While you get a lot of them, the quality just isn't there. If you need reliable batteries, look elsewhere."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,These are cheap and they Explode!!!!!! I was pumping at 2am and it exploxed in my pump. It leaked all over my pump and baby blankets!!!!! Ive never had this happen with name brand!!!!! Now I have to find time with a newborn to packed up all the batteries from all our baby items and return!! Not Cool!!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"They work and have a great price point.I haven't tested their capacity myself, but did spend a bit of time looking for reviews and stuff. These seem to be about on par with the Costco duracells. That's plenty fine for me and I really like the price and convenience.When you get right down to it, all I really care about with AA batteries is that I don't buy crap. These aren't crap."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),3,They don't last as long as a Duracell but they are cheaper.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,not even sure if the price and quantity you get are just as comparable than other leading brands. these seem not to hold a long lasting charge
